id,pert_id,pert_iname,cell_iname,pert_type,pert_idose,pert_itime,nsample,ss_ngene,cc_q75,tas,qc_pass,is_hiq,is_ncs_sig,is_exemplar_sig,is_null_sig,moa,target_name,raw_cs,fdr_q_nlog10,norm_cs
REP.A022_HT29_24H:C13,BRD-K68532323,SB-743921,HT29,trt_cp,10 uM,24 h,3,502,0.747,0.619217,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.6757,3.5857,-1.3397
MOAR005_PC3_24H:M18,BRD-K64881305,ispinesib,PC3,trt_cp,1.11 uM,24 h,3,373,0.7,0.516695,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.6635,3.4628,-1.3155
MOAR006_PC3_24H:G10,BRD-A67748489,K-858,PC3,trt_cp,10 uM,24 h,3,354,0.56,0.450221,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.6507,3.3373,-1.2901
NMH001_NEU_6H:G15,BRD-K89997465,BRD-K89997465,NEU,trt_cp,10 uM,6 h,3,132,0.2903,0.197943,0,0,1,1,0,Dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD5|HRH1|HTR1A|HTR2C|HTR6|HTR7|KIF11|ADRA1A|ADRA1B|ADRA1D|CALM1|CHRM1|CHRM3|HRH4|HTR2B|KCNH2|ORM1|ORM2|SMPD1|TRPC5,-0.6376,3.0061,-1.2642
REP.B022_HUVEC.A_24H:C13,BRD-K68532323,SB-743921,HUVEC,trt_cp,2.22 uM,24 h,2,235,0.3902,0.306202,0,0,1,1,0,Kinesin inhibitor,KIF11,-0.6314,2.8623,-1.2519
PBIOA016_A549_24H:M02,BRD-K68532323,SB-743921,A549,trt_cp,3.33 uM,24 h,3,451,0.6,0.526011,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.6311,2.8598,-1.2512
LUNG001_A549_24H:BRD-A67748489:10,BRD-A67748489,K-858,A549,trt_cp,10 uM,24 h,2,226,0.3657,0.290701,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.6282,2.7909,-1.2455
PAC005_U2OS_6H:BRD-A78377521-001-02-2:17.1026,BRD-A78377521,monastrol,U2OS,trt_cp,15 uM,6 h,2,80,0.33,0.164298,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.6145,2.599,-1.2184
CPC014_PHH_24H:BRD-A67748489-001-06-8:10,BRD-A67748489,K-858,PHH,trt_cp,10 uM,24 h,4,75,0.14,0.103616,0,0,1,1,0,Kinesin inhibitor,KIF11,-0.6144,2.5988,-1.2182
MOAR006_PC3_24H:C08,BRD-K37379014,filanesib,PC3,trt_cp,3.33 uM,24 h,3,334,0.6,0.452668,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.5822,2.0215,-1.1542
CPC004_PC3_24H:BRD-K89997465-001-05-3:10,BRD-K89997465,BRD-K89997465,PC3,trt_cp,10 uM,24 h,5,202,0.39,0.283817,0,0,1,1,0,Dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD5|HRH1|HTR1A|HTR2C|HTR6|HTR7|KIF11|ADRA1A|ADRA1B|ADRA1D|CALM1|CHRM1|CHRM3|HRH4|HTR2B|KCNH2|ORM1|ORM2|SMPD1|TRPC5,-0.5682,1.8946,-1.1266
CPC013_HEPG2_6H:BRD-K64881305-001-01-1:10,BRD-K64881305,ispinesib,HEPG2,trt_cp,10 uM,6 h,3,325,0.55,0.427517,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.5525,1.716,-1.0955
PBIOA016_PC3_24H:M01,BRD-K68532323,SB-743921,PC3,trt_cp,10 uM,24 h,3,413,0.63,0.515794,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.5485,1.6721,-1.0875
CPC004_VCAP_6H:BRD-K89997465-001-05-3:10,BRD-K89997465,BRD-K89997465,VCAP,trt_cp,10 uM,6 h,4,307,0.32,0.316938,1,1,1,1,0,Dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD5|HRH1|HTR1A|HTR2C|HTR6|HTR7|KIF11|ADRA1A|ADRA1B|ADRA1D|CALM1|CHRM1|CHRM3|HRH4|HTR2B|KCNH2|ORM1|ORM2|SMPD1|TRPC5,-0.5181,1.3573,-1.0272
PBIOA016_HA1E_24H:M02,BRD-K68532323,SB-743921,HA1E,trt_cp,3.33 uM,24 h,3,374,0.59,0.474999,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.5141,1.325,-1.0194
REP.B022_MCF7_24H:C14,BRD-K68532323,SB-743921,MCF7,trt_cp,0.74 uM,24 h,2,398,0.6934,0.531207,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.487,1.1093,-0.9655
PBIOA016_HEPG2_24H:M06,BRD-K68532323,SB-743921,HEPG2,trt_cp,0.04 uM,24 h,3,309,0.53,0.409211,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.4866,1.1074,-0.9647
MOAR006_PC3_24H:P08,BRD-A78377521,monastrol,PC3,trt_cp,3.33 uM,24 h,3,191,0.19,0.19263,1,0,1,1,0,Kinesin inhibitor,KIF11,-0.4831,1.078,-0.9579
CPC014_MCF7_24H:BRD-A67748489-001-06-8:10,BRD-A67748489,K-858,MCF7,trt_cp,10 uM,24 h,3,252,0.43,0.332863,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.4804,1.0491,-0.9525
REP.A022_HEK293_24H:C15,BRD-K68532323,SB-743921,HEK293,trt_cp,1.11 uM,24 h,3,263,0.4554,0.349949,0,0,1,1,0,Kinesin inhibitor,KIF11,-0.4714,0.9801,-0.9347
CPC016_NPC_24H:BRD-A78377521-001-03-0:10,BRD-A78377521,monastrol,NPC,trt_cp,10 uM,24 h,4,187,0.03,0.0757377,0,0,1,1,0,Kinesin inhibitor,KIF11,-0.4487,0.8341,-0.8896
REP.A026_HEK293_24H:G10,BRD-K89997465,BRD-K89997465,HEK293,trt_cp,0.37 uM,24 h,2,64,0.0306,0.0447488,0,0,1,1,0,Dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD5|HRH1|HTR1A|HTR2C|HTR6|HTR7|KIF11|ADRA1A|ADRA1B|ADRA1D|CALM1|CHRM1|CHRM3|HRH4|HTR2B|KCNH2|ORM1|ORM2|SMPD1|TRPC5,-0.423,0.6822,-0.8388
CPC013_A549_6H:BRD-K64881305-001-01-1:10,BRD-K64881305,ispinesib,A549,trt_cp,10 uM,6 h,2,147,0.27,0.201452,0,0,1,1,0,Kinesin inhibitor,KIF11,-0.4184,0.652,-0.8295
CEGS001_NPC.215_24H:I02,BRD-K89997465,BRD-K89997465,NPC,trt_cp,12.5 uM,24 h,3,399,0.66,0.518906,1,1,1,1,0,Dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD5|HRH1|HTR1A|HTR2C|HTR6|HTR7|KIF11|ADRA1A|ADRA1B|ADRA1D|CALM1|CHRM1|CHRM3|HRH4|HTR2B|KCNH2|ORM1|ORM2|SMPD1|TRPC5,-0.4147,0.6336,-0.8223
CPC004_HCC515_24H:BRD-K89997465-001-05-3:10,BRD-K89997465,BRD-K89997465,HCC515,trt_cp,10 uM,24 h,3,228,0.52,0.348177,1,1,1,1,0,Dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD5|HRH1|HTR1A|HTR2C|HTR6|HTR7|KIF11|ADRA1A|ADRA1B|ADRA1D|CALM1|CHRM1|CHRM3|HRH4|HTR2B|KCNH2|ORM1|ORM2|SMPD1|TRPC5,-0.3997,0.5561,-0.7926
REP.B022_YAPC_24H:C13,BRD-K68532323,SB-743921,YAPC,trt_cp,2.22 uM,24 h,2,178,0.3999,0.269784,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.3984,0.5502,-0.79
CPC017_SKB_24H:BRD-K89997465-001-05-3:10,BRD-K89997465,BRD-K89997465,SKB,trt_cp,10 uM,24 h,2,74,0.35,0.162735,1,1,1,1,0,Dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD5|HRH1|HTR1A|HTR2C|HTR6|HTR7|KIF11|ADRA1A|ADRA1B|ADRA1D|CALM1|CHRM1|CHRM3|HRH4|HTR2B|KCNH2|ORM1|ORM2|SMPD1|TRPC5,-0.3889,0.5032,-0.7711
CPC013_HCC515_6H:BRD-K64881305-001-01-1:10,BRD-K64881305,ispinesib,HCC515,trt_cp,10 uM,6 h,3,99,0.28,0.168355,0,0,1,1,0,Kinesin inhibitor,KIF11,-0.3788,0.4575,-0.7511
CPC016_HT29_6H:BRD-A78377521-001-03-0:10,BRD-A78377521,monastrol,HT29,trt_cp,10 uM,6 h,5,142,0.15,0.147578,1,0,1,1,0,Kinesin inhibitor,KIF11,-0.3768,0.4485,-0.7471
CPC013_ASC_24H:BRD-K64881305-001-01-1:10,BRD-K64881305,ispinesib,ASC,trt_cp,10 uM,24 h,4,206,0.31,0.255532,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.3746,0.4367,-0.7427
CPC013_SKB_24H:BRD-K64881305-001-01-1:10,BRD-K64881305,ispinesib,SKB,trt_cp,10 uM,24 h,4,181,0.35,0.254509,0,0,1,1,0,Kinesin inhibitor,KIF11,-0.3725,0.4261,-0.7385
CPC016_A549_24H:BRD-A78377521-001-03-0:10,BRD-A78377521,monastrol,A549,trt_cp,10 uM,24 h,2,102,0.11,0.107109,0,0,1,1,0,Kinesin inhibitor,KIF11,-0.3464,0.326,-0.6867
CPC014_ASC_24H:BRD-A67748489-001-06-8:10,BRD-A67748489,K-858,ASC,trt_cp,10 uM,24 h,3,135,0.35,0.219802,1,0,1,1,0,Kinesin inhibitor,KIF11,-0.3397,0.3025,-0.6736
CPC013_MCF7_6H:BRD-K64881305-001-01-1:10,BRD-K64881305,ispinesib,MCF7,trt_cp,10 uM,6 h,4,332,0.45,0.390846,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.3322,0.2772,-0.6586
CPC013_HA1E_6H:BRD-K64881305-001-01-1:10,BRD-K64881305,ispinesib,HA1E,trt_cp,10 uM,6 h,2,129,0.33,0.208633,0,0,1,1,0,Kinesin inhibitor,KIF11,-0.2762,0.1235,-0.5476
CPC014_HCC515_6H:BRD-A67748489-001-06-8:10,BRD-A67748489,K-858,HCC515,trt_cp,10 uM,6 h,3,166,0.36,0.247193,1,1,1,1,0,Kinesin inhibitor,KIF11,-0.2651,0.1002,-0.5256
CPC016_SKB_24H:BRD-A78377521-001-03-0:10,BRD-A78377521,monastrol,SKB,trt_cp,10 uM,24 h,3,66,0.16,0.103911,1,0,1,1,0,Kinesin inhibitor,KIF11,-0.2308,0.0471,-0.4576
CPC017_HEPG2_6H:BRD-K89997465-001-05-3:10,BRD-K89997465,BRD-K89997465,HEPG2,trt_cp,10 uM,6 h,3,212,0.42,0.301733,1,1,1,1,0,Dopamine receptor antagonist,DRD2|DRD3|DRD4|HTR2A|ADRA2A|ADRA2B|ADRA2C|DRD1|DRD5|HRH1|HTR1A|HTR2C|HTR6|HTR7|KIF11|ADRA1A|ADRA1B|ADRA1D|CALM1|CHRM1|CHRM3|HRH4|HTR2B|KCNH2|ORM1|ORM2|SMPD1|TRPC5,-0.2275,0.0431,-0.4511
MOAR006_A375_24H:P07,BRD-A78377521,monastrol,A375,trt_cp,10 uM,24 h,3,127,0.23,0.172821,1,0,1,1,0,Kinesin inhibitor,KIF11,-0.2136,0.0272,-0.4235
CPC014_HA1E_6H:BRD-A67748489-001-06-8:10,BRD-A67748489,K-858,HA1E,trt_cp,10 uM,6 h,3,99,0.33,0.18277,1,0,1,1,0,Kinesin inhibitor,KIF11,-0.205,0.0198,-0.4064
CPC016_ASC_24H:BRD-A78377521-001-03-0:10,BRD-A78377521,monastrol,ASC,trt_cp,10 uM,24 h,3,73,0.14,0.102225,1,0,1,1,0,Kinesin inhibitor,KIF11,-0.2019,0.0178,-0.4003
