Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	1	0.819672131147541	1.0	CD38	68	253	8465	0.49203673564287376	1.0	1.0	1.0
KEGG_PATHWAY	hsa05132:Salmonella infection	1	0.819672131147541	1.0	HSP90B1	68	249	8465	0.4999409402315143	1.0	1.0	1.0
KEGG_PATHWAY	hsa04390:Hippo signaling pathway	1	0.819672131147541	1.0	BIRC5	68	157	8465	0.7928999625327838	1.0	1.0	1.0
KEGG_PATHWAY	hsa04935:Growth hormone synthesis, secretion and action	1	0.819672131147541	1.0	IGF1	68	120	8465	1.0373774509803921	1.0	1.0	1.0
KEGG_PATHWAY	hsa05226:Gastric cancer	1	0.819672131147541	1.0	CCNE1	68	149	8465	0.8354717726016581	1.0	1.0	1.0
KEGG_PATHWAY	hsa01040:Biosynthesis of unsaturated fatty acids	1	0.819672131147541	1.0	SCD	68	27	8465	4.610566448801743	1.0	1.0	1.0
KEGG_PATHWAY	hsa00230:Purine metabolism	1	0.819672131147541	1.0	RRM2	68	128	8465	0.9725413602941176	1.0	1.0	1.0
KEGG_PATHWAY	hsa04213:Longevity regulating pathway - multiple species	1	0.819672131147541	1.0	IGF1	68	62	8465	2.0078273244781784	1.0	1.0	1.0
KEGG_PATHWAY	hsa00630:Glyoxylate and dicarboxylate metabolism	1	0.819672131147541	1.0	GLDC	68	30	8465	4.1495098039215685	1.0	1.0	1.0
KEGG_PATHWAY	hsa00790:Folate biosynthesis	1	0.819672131147541	1.0	GGH	68	27	8465	4.610566448801743	1.0	1.0	1.0
KEGG_PATHWAY	hsa04918:Thyroid hormone synthesis	1	0.819672131147541	1.0	HSP90B1	68	75	8465	1.6598039215686273	1.0	1.0	1.0
KEGG_PATHWAY	hsa00590:Arachidonic acid metabolism	1	0.819672131147541	1.0	PLAAT2	68	61	8465	2.0407425265188044	1.0	1.0	1.0
KEGG_PATHWAY	hsa04150:mTOR signaling pathway	1	0.819672131147541	1.0	IGF1	68	156	8465	0.7979826546003016	1.0	1.0	1.0
KEGG_PATHWAY	hsa04211:Longevity regulating pathway	1	0.819672131147541	1.0	IGF1	68	89	8465	1.398711169861203	1.0	1.0	1.0
KEGG_PATHWAY	hsa04911:Insulin secretion	1	0.819672131147541	1.0	KCNN3	68	86	8465	1.4475034199726402	1.0	1.0	1.0
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	1	0.819672131147541	1.0	CCL25	68	192	8465	0.6483609068627451	1.0	1.0	1.0
KEGG_PATHWAY	hsa01521:EGFR tyrosine kinase inhibitor resistance	1	0.819672131147541	1.0	IGF1	68	79	8465	1.5757632166790767	1.0	1.0	1.0
KEGG_PATHWAY	hsa04061:Viral protein interaction with cytokine and cytokine receptor	1	0.819672131147541	1.0	CCL25	68	100	8465	1.2448529411764706	1.0	1.0	1.0
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	1	0.819672131147541	1.0	CD38	68	99	8465	1.2574272133095663	1.0	1.0	1.0
KEGG_PATHWAY	hsa00100:Steroid biosynthesis	1	0.819672131147541	1.0	DHCR24	68	20	8465	6.224264705882353	1.0	1.0	1.0
KEGG_PATHWAY	hsa00280:Valine, leucine and isoleucine degradation	1	0.819672131147541	1.0	OXCT2	68	48	8465	2.5934436274509802	1.0	1.0	1.0
KEGG_PATHWAY	hsa05010:Alzheimer disease	1	0.819672131147541	1.0	XBP1	68	384	8465	0.32418045343137253	1.0	1.0	1.0
KEGG_PATHWAY	hsa04921:Oxytocin signaling pathway	1	0.819672131147541	1.0	CD38	68	154	8465	0.8083460656990068	1.0	1.0	1.0
KEGG_PATHWAY	hsa05014:Amyotrophic lateral sclerosis	1	0.819672131147541	1.0	XBP1	68	364	8465	0.34199256625727215	1.0	1.0	1.0
KEGG_PATHWAY	hsa05020:Prion disease	1	0.819672131147541	1.0	CAV1	68	273	8465	0.45599008834302945	1.0	1.0	1.0
KEGG_PATHWAY	hsa01212:Fatty acid metabolism	1	0.819672131147541	1.0	SCD	68	57	8465	2.183952528379773	1.0	1.0	1.0
KEGG_PATHWAY	hsa04066:HIF-1 signaling pathway	1	0.819672131147541	1.0	IGF1	68	109	8465	1.1420669185105234	1.0	1.0	1.0
KEGG_PATHWAY	hsa00591:Linoleic acid metabolism	1	0.819672131147541	1.0	PLAAT2	68	30	8465	4.1495098039215685	1.0	1.0	1.0
KEGG_PATHWAY	hsa04657:IL-17 signaling pathway	1	0.819672131147541	1.0	HSP90B1	68	94	8465	1.324311639549437	1.0	1.0	1.0
KEGG_PATHWAY	hsa01200:Carbon metabolism	1	0.819672131147541	1.0	GLDC	68	115	8465	1.0824808184143222	1.0	1.0	1.0
KEGG_PATHWAY	hsa04972:Pancreatic secretion	1	0.819672131147541	1.0	CD38	68	102	8465	1.220444059976932	1.0	1.0	1.0
KEGG_PATHWAY	hsa03320:PPAR signaling pathway	1	0.819672131147541	1.0	SCD	68	75	8465	1.6598039215686273	1.0	1.0	1.0
KEGG_PATHWAY	hsa00330:Arginine and proline metabolism	1	0.819672131147541	1.0	PYCR1	68	50	8465	2.489705882352941	1.0	1.0	1.0
KEGG_PATHWAY	hsa04929:GnRH secretion	1	0.819672131147541	1.0	KCNN3	68	64	8465	1.9450827205882353	1.0	1.0	1.0
KEGG_PATHWAY	hsa04540:Gap junction	1	0.819672131147541	1.0	CDK1	68	88	8465	1.414605614973262	1.0	1.0	1.0
KEGG_PATHWAY	hsa05212:Pancreatic cancer	1	0.819672131147541	1.0	RAD51	68	76	8465	1.6379643962848296	1.0	1.0	1.0
KEGG_PATHWAY	hsa04215:Apoptosis - multiple species	1	0.819672131147541	1.0	BIRC5	68	32	8465	3.8901654411764706	1.0	1.0	1.0
KEGG_PATHWAY	hsa05162:Measles	1	0.819672131147541	1.0	CCNE1	68	139	8465	0.8955776555226406	1.0	1.0	1.0
KEGG_PATHWAY	hsa00760:Nicotinate and nicotinamide metabolism	1	0.819672131147541	1.0	CD38	68	36	8465	3.457924836601307	1.0	1.0	1.0
KEGG_PATHWAY	hsa04960:Aldosterone-regulated sodium reabsorption	1	0.819672131147541	1.0	IGF1	68	37	8465	3.364467408585056	1.0	1.0	1.0
KEGG_PATHWAY	hsa04970:Salivary secretion	1	0.819672131147541	1.0	CD38	68	93	8465	1.338551549652119	1.0	1.0	1.0
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	1	0.819672131147541	1.0	IGF1	68	210	8465	0.5927871148459384	1.0	1.0	1.0
KEGG_PATHWAY	hsa04144:Endocytosis	1	0.819672131147541	1.0	CAV1	68	251	8465	0.4959573470822592	1.0	1.0	1.0
KEGG_PATHWAY	hsa05222:Small cell lung cancer	1	0.819672131147541	1.0	CCNE1	68	92	8465	1.3531010230179028	1.0	1.0	1.0
KEGG_PATHWAY	hsa00592:alpha-Linolenic acid metabolism	1	0.819672131147541	1.0	PLAAT2	68	26	8465	4.78789592760181	1.0	1.0	1.0
KEGG_PATHWAY	hsa04913:Ovarian steroidogenesis	1	0.819672131147541	1.0	IGF1	68	51	8465	2.440888119953864	1.0	1.0	1.0
KEGG_PATHWAY	hsa03250:Viral life cycle - HIV-1	1	0.819672131147541	1.0	ELL2	68	63	8465	1.9759570494864611	1.0	1.0	1.0
KEGG_PATHWAY	hsa04934:Cushing syndrome	1	0.819672131147541	1.0	CCNE1	68	155	8465	0.8031309297912714	1.0	1.0	1.0
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	1	0.819672131147541	1.0	IGF1	68	143	8465	0.8705265322912381	1.0	1.0	1.0
KEGG_PATHWAY	hsa05210:Colorectal cancer	1	0.819672131147541	1.0	BIRC5	68	86	8465	1.4475034199726402	1.0	1.0	1.0
KEGG_PATHWAY	hsa05017:Spinocerebellar ataxia	1	0.819672131147541	1.0	XBP1	68	143	8465	0.8705265322912381	1.0	1.0	1.0
KEGG_PATHWAY	hsa04210:Apoptosis	1	0.819672131147541	1.0	BIRC5	68	136	8465	0.915333044982699	1.0	1.0	1.0
KEGG_PATHWAY	hsa05100:Bacterial invasion of epithelial cells	1	0.819672131147541	1.0	CAV1	68	77	8465	1.6166921313980136	1.0	1.0	1.0
KEGG_PATHWAY	hsa00650:Butanoate metabolism	1	0.819672131147541	1.0	OXCT2	68	27	8465	4.610566448801743	1.0	1.0	1.0
KEGG_PATHWAY	hsa05416:Viral myocarditis	1	0.819672131147541	1.0	CAV1	68	60	8465	2.0747549019607843	1.0	1.0	1.0
KEGG_PATHWAY	hsa05414:Dilated cardiomyopathy	1	0.819672131147541	1.0	IGF1	68	96	8465	1.2967218137254901	1.0	1.0	1.0
KEGG_PATHWAY	hsa05218:Melanoma	1	0.819672131147541	1.0	IGF1	68	72	8465	1.7289624183006536	1.0	1.0	1.0
KEGG_PATHWAY	hsa05410:Hypertrophic cardiomyopathy	1	0.819672131147541	1.0	IGF1	68	90	8465	1.3831699346405228	1.0	1.0	1.0
KEGG_PATHWAY	hsa04932:Non-alcoholic fatty liver disease	1	0.819672131147541	1.0	XBP1	68	155	8465	0.8031309297912714	1.0	1.0	1.0
KEGG_PATHWAY	hsa05340:Primary immunodeficiency	1	0.819672131147541	1.0	TNFRSF13B	68	38	8465	3.275928792569659	1.0	1.0	1.0
KEGG_PATHWAY	hsa03060:Protein export	1	0.819672131147541	1.0	SPCS2	68	23	8465	5.412404092071611	1.0	1.0	1.0
KEGG_PATHWAY	hsa04750:Inflammatory mediator regulation of TRP channels	1	0.819672131147541	1.0	IGF1	68	98	8465	1.2702581032412965	1.0	1.0	1.0
KEGG_PATHWAY	hsa05144:Malaria	1	0.819672131147541	1.0	SDC1	68	50	8465	2.489705882352941	1.0	1.0	1.0
KEGG_PATHWAY	hsa05224:Breast cancer	1	0.819672131147541	1.0	IGF1	68	147	8465	0.8468387354941976	1.0	1.0	1.0
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	1	0.819672131147541	1.0	IGF1	68	302	8465	0.41220296065446044	1.0	1.0	1.0
KEGG_PATHWAY	hsa00670:One carbon pool by folate	1	0.819672131147541	1.0	TYMS	68	20	8465	6.224264705882353	1.0	1.0	1.0
KEGG_PATHWAY	hsa01230:Biosynthesis of amino acids	1	0.819672131147541	1.0	PYCR1	68	75	8465	1.6598039215686273	1.0	1.0	1.0
KEGG_PATHWAY	hsa04730:Long-term depression	1	0.819672131147541	1.0	IGF1	68	60	8465	2.0747549019607843	1.0	1.0	1.0
KEGG_PATHWAY	hsa05214:Glioma	1	0.819672131147541	1.0	IGF1	68	75	8465	1.6598039215686273	1.0	1.0	1.0
KEGG_PATHWAY	hsa04936:Alcoholic liver disease	1	0.819672131147541	1.0	SCD	68	142	8465	0.8766570008285004	1.0	1.0	1.0
KEGG_PATHWAY	hsa04915:Estrogen signaling pathway	1	0.819672131147541	1.0	HSP90B1	68	138	8465	0.9020673486786018	1.0	1.0	1.0
KEGG_PATHWAY	hsa04514:Cell adhesion molecules	1	0.819672131147541	1.0	SDC1	68	157	8465	0.7928999625327838	1.0	1.0	1.0
KEGG_PATHWAY	hsa04923:Regulation of lipolysis in adipocytes	1	0.819672131147541	1.0	PLAAT2	68	58	8465	2.1462981744421907	1.0	1.0	1.0
KEGG_PATHWAY	hsa01522:Endocrine resistance	1	0.819672131147541	1.0	IGF1	68	98	8465	1.2702581032412965	1.0	1.0	1.0
KEGG_PATHWAY	hsa05221:Acute myeloid leukemia	1	0.819672131147541	1.0	CCNA2	68	67	8465	1.8579894644424932	1.0	1.0	1.0
KEGG_PATHWAY	hsa03430:Mismatch repair	1	0.819672131147541	1.0	EXO1	68	23	8465	5.412404092071611	1.0	1.0	1.0
KEGG_PATHWAY	hsa00565:Ether lipid metabolism	1	0.819672131147541	1.0	PLAAT2	68	50	8465	2.489705882352941	1.0	1.0	1.0
