"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050792","regulation of viral process","25/850","159/18800",5.0683434065685e-08,7.81015369457346e-06,6.97176880815246e-06,"85363/27074/558/9636/5359/9582/10346/5610/24138/7113/2494/64135/5806/388646/4599/117854/4057/4061/4938/4939/8638/7153/4940/3434/91543",25
"GO:0045069","regulation of viral genome replication","18/850","87/18800",5.28084154336164e-08,7.88330626644954e-06,7.03706878031513e-06,"9636/5359/9582/5610/24138/2494/64135/388646/4599/117854/4057/4938/4939/8638/7153/4940/3434/91543",18
"GO:0042742","defense response to bacterium","41/850","364/18800",7.40826246455041e-08,1.07240211494416e-05,9.57284569183212e-06,"84659/140683/58985/10563/9636/3929/1755/3853/6037/163351/149708/1991/56169/8339/51297/128488/8346/820/55576/566/728358/4025/8343/4353/3934/388646/6338/1511/671/4057/100423062/1669/4938/8344/1667/4939/6278/1672/4940/1668/3512",41
"GO:0033045","regulation of sister chromatid segregation","16/850","72/18800",1.0115120504943e-07,1.38056944720322e-05,1.23237152377516e-05,"9232/116028/1062/11065/5347/9212/9700/891/1063/7272/11130/699/9787/701/9319/990",16
"GO:1905818","regulation of chromosome separation","16/850","72/18800",1.0115120504943e-07,1.38056944720322e-05,1.23237152377516e-05,"9232/5359/1062/11065/5347/9212/9700/891/1063/7272/11130/699/9787/701/9319/990",16
"GO:0048525","negative regulation of viral process","18/850","91/18800",1.09360723331904e-07,1.45115604265696e-05,1.29538096554837e-05,"85363/9636/5359/9582/5610/24138/64135/5806/4599/117854/4057/4061/4938/4939/8638/4940/3434/91543",18
"GO:0006959","humoral immune response","37/850","317/18800",1.30088411391203e-07,1.67954686815075e-05,1.4992550627191e-05,"84659/10584/10563/5450/1755/3853/6037/149708/1991/57829/8339/51297/128488/8346/820/9547/566/728358/8343/6347/922/1511/6357/4057/710/6373/100423062/9156/1669/8344/1667/3627/6278/1672/1668/5657/3512",37
"GO:0010965","regulation of mitotic sister chromatid separation","15/850","65/18800",1.48921803317922e-07,1.87210382749924e-05,1.67114189817424e-05,"9232/1062/11065/5347/9212/9700/891/1063/7272/11130/699/9787/701/9319/990",15
"GO:1901990","regulation of mitotic cell cycle phase transition","37/850","321/18800",1.79065831889694e-07,2.19081229373267e-05,1.95563844339897e-05,"6491/126520/11170/1869/1062/7015/11065/1956/9928/995/5347/9212/63967/1543/9700/1111/891/4998/6347/1063/7272/54443/51512/11130/90381/699/9787/113130/701/983/993/51514/9319/3624/144455/990/6241",37
"GO:0050830","defense response to Gram-positive bacterium","19/850","104/18800",1.83446706613579e-07,2.19081229373267e-05,1.95563844339897e-05,"84659/3929/1755/3853/6037/163351/8339/8346/820/55576/728358/8343/388646/1511/1669/8344/1667/1672/1668",19
"GO:0034728","nucleosome organization","24/850","159/18800",2.05465871772938e-07,2.39392797429103e-05,2.13695056881173e-05,"8294/4171/653604/3017/8341/8339/8360/8340/3009/8346/8968/8345/8343/3018/8342/8358/8352/8356/8365/55355/8344/3010/8355/8348",24
"GO:0002237","response to molecule of bacterial origin","39/850","354/18800",2.75002256161447e-07,3.11801925043614e-05,2.78331390181391e-05,"85363/3656/6833/558/5105/10563/100133941/3929/2048/1755/445/5737/19/5972/1991/2693/1734/1543/29126/820/4129/7474/728358/4353/6347/1511/117854/671/55765/4057/6373/2706/1669/1667/440068/3627/6278/1668/129607",39
"GO:0051306","mitotic sister chromatid separation","15/850","68/18800",2.8066742258479e-07,3.11801925043614e-05,2.78331390181391e-05,"9232/1062/11065/5347/9212/9700/891/1063/7272/11130/699/9787/701/9319/990",15
"GO:0050829","defense response to Gram-negative bacterium","17/850","87/18800",2.9566706592476e-07,3.21000357709677e-05,2.86542412454833e-05,"84659/58985/3929/1755/6037/1991/820/566/728358/1511/671/4057/1669/1667/6278/1672/1668",17
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","23/850","151/18800",3.10720311422392e-07,3.29846872814392e-05,2.94439293934996e-05,"6491/10579/2009/1062/51203/5314/57405/5347/83540/9212/9700/3832/891/56992/991/4751/7272/22974/24137/4605/1058/3833/9787",23
"GO:0030071","regulation of mitotic metaphase/anaphase transition","14/850","60/18800",3.34059624353666e-07,3.46913657725535e-05,3.09674036214348e-05,"1062/11065/5347/9212/9700/891/1063/7272/11130/699/9787/701/9319/990",14
"GO:0006260","DNA replication","33/850","280/18800",4.9480855938488e-07,5.02914997485441e-05,4.48929333497906e-05,"2735/2736/4171/116028/675/647309/146956/898/4173/51659/1950/80119/1956/79075/9134/374393/9768/1111/4998/5888/890/157570/9837/90381/10721/983/8318/51514/144455/990/79733/55388/6241",33
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle","14/850","62/18800",5.14817268154872e-07,5.1235043541163e-05,4.57351919582321e-05,"1062/11065/5347/9212/9700/891/1063/7272/11130/699/9787/701/9319/990",14
"GO:0019079","viral genome replication","21/850","134/18800",6.21743423490177e-07,6.06136394696444e-05,5.41070377778454e-05,"9636/5359/9582/5610/24138/2494/64135/6347/388646/4599/117854/4057/4938/4939/8638/7153/4940/3434/91543/6355/3429",21
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","14/850","63/18800",6.34638544463704e-07,6.06333665380623e-05,5.41246472341572e-05,"1062/11065/5347/9212/9700/891/1063/7272/11130/699/9787/701/9319/990",14
"GO:0061982","meiosis I cell cycle process","21/850","136/18800",7.99396416515077e-07,7.48767976802455e-05,6.68391100784845e-05,"56776/9232/675/146956/898/56154/995/10635/84057/5347/9134/9700/8438/400629/5888/164045/9133/7153/993/9319/8900",21
"GO:0090068","positive regulation of cell cycle process","30/850","247/18800",8.60423367144311e-07,7.90431235547764e-05,7.05581996012471e-05,"2735/81610/6491/5359/51203/7015/1950/11065/1956/9928/995/10635/11113/9212/10615/10733/1543/9700/891/7474/9787/113130/983/993/51514/144455/990/79733/3479/6241",30
"GO:0045787","positive regulation of cell cycle","36/850","329/18800",9.26978557925332e-07,8.32746140449437e-05,7.43354586111228e-05,"2735/81610/100381270/6491/675/5359/51203/7015/1950/11065/1956/9928/995/10635/64094/11113/9212/10615/10733/1543/9700/6926/1111/891/5017/7474/9787/113130/983/993/51514/144455/990/79733/3479/6241",36
"GO:0044784","metaphase/anaphase transition of cell cycle","14/850","65/18800",9.51806156358713e-07,8.32746140449437e-05,7.43354586111228e-05,"1062/11065/5347/9212/9700/891/1063/7272/11130/699/9787/701/9319/990",14
"GO:1901987","regulation of cell cycle phase transition","42/850","415/18800",9.58782451846745e-07,8.32746140449437e-05,7.43354586111228e-05,"2735/81610/6491/126520/11170/1869/1062/146956/7015/11065/1956/9928/995/5347/9212/63967/1543/9700/1111/891/5017/4998/6347/1063/7272/54443/51512/11130/90381/699/9787/113130/701/983/993/8318/51514/9319/3624/144455/990/6241",42
"GO:0019058","viral life cycle","35/850","317/18800",1.06301946612731e-06,9.06793569587526e-05,8.09453356631902e-05,"85363/27074/558/131578/9636/5359/59272/9582/10346/5610/1956/858/24138/7113/2494/64135/5806/6347/388646/4599/117854/4057/4061/4938/4939/8638/7153/983/4940/857/3434/91543/6614/6355/3429",35
"GO:0032496","response to lipopolysaccharide","36/850","333/18800",1.23534538694754e-06,0.000103530612516639,9.24170667132871e-05,"85363/3656/6833/558/5105/10563/3929/2048/445/5737/19/5972/1991/2693/1734/1543/29126/820/4129/7474/728358/4353/6347/1511/117854/671/4057/6373/2706/1669/1667/440068/3627/6278/1668/129607",36
"GO:0051303","establishment of chromosome localization","15/850","81/18800",2.97722653986648e-06,0.000241394105262692,0.000215481533316255,"81610/56776/81930/1062/55143/11004/9928/83540/9212/10615/891/1063/3833/9787/113130",15
"GO:0007052","mitotic spindle organization","19/850","124/18800",2.98142185691832e-06,0.000241394105262692,0.000215481533316255,"6491/10579/2009/1062/57405/5347/83540/9212/3832/891/56992/991/4751/7272/22974/24137/4605/3833/9787",19
"GO:0051673","membrane disruption in another organism","6/850","11/18800",3.18989038014455e-06,0.000253968439099175,0.000226706068946764,"84659/728358/4057/1669/1667/1668",6
"GO:0008608","attachment of spindle microtubules to kinetochore","10/850","37/18800",3.87388211351404e-06,0.000303369423873058,0.000270804080100869,"147841/57082/1062/11004/57405/83540/9212/10615/891/4751",10
"GO:0050000","chromosome localization","15/850","83/18800",4.08815590686577e-06,0.000314985818824158,0.000281173507278663,"81610/56776/81930/1062/55143/11004/9928/83540/9212/10615/891/1063/3833/9787/113130",15
"GO:0051784","negative regulation of nuclear division","12/850","55/18800",4.91645334592385e-06,0.000370818302974479,0.000331012625265718,"286151/5347/9212/3976/1111/891/1063/7272/11130/699/701/9319",12
"GO:0000086","G2/M transition of mitotic cell cycle","20/850","140/18800",4.9818562264127e-06,0.000370818302974479,0.000331012625265718,"9088/10763/9928/995/5347/11113/9212/63967/2305/1111/891/4998/890/9833/1063/90381/983/993/51514/990",20
"GO:0006270","DNA replication initiation","10/850","38/18800",5.04567504570675e-06,0.000370818302974479,0.000331012625265718,"4171/647309/898/4173/9134/4998/90381/8318/990/55388",10
"GO:0051310","metaphase plate congression","13/850","65/18800",5.57434954600763e-06,0.000403464663352704,0.000360154545628021,"81610/81930/1062/55143/11004/9928/83540/9212/10615/891/1063/3833/113130",13
"GO:0045132","meiotic chromosome segregation","16/850","96/18800",5.89507239979052e-06,0.000415178289109076,0.000370610766321269,"56776/9232/146956/898/56154/5347/83540/23397/9134/9700/164045/7272/699/701/7153/9319",16
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","28/850","244/18800",6.00363015010844e-06,0.000415178289109076,0.000370610766321269,"2911/799/2641/3352/7432/2918/8549/9699/2914/5737/2835/84873/3355/19/5746/6954/4158/1129/9340/2899/23266/2849/2828/7253/6373/6754/112609/3627",28
"GO:0007093","mitotic cell cycle checkpoint signaling","19/850","130/18800",6.08383509265969e-06,0.000415178289109076,0.000370610766321269,"126520/146956/5347/9212/63967/1111/891/4998/1063/7272/51512/11130/90381/699/701/983/51514/9319/990",19
"GO:0007127","meiosis I","19/850","130/18800",6.08383509265969e-06,0.000415178289109076,0.000370610766321269,"56776/9232/675/146956/898/56154/10635/84057/5347/9134/9700/8438/400629/5888/164045/9133/7153/9319/8900",19
"GO:0010948","negative regulation of cell cycle process","32/850","301/18800",6.78091107321034e-06,0.000452748047537976,0.000404147580087996,"9232/126520/11170/1869/146956/286151/5347/9212/63967/9700/3976/1111/891/5017/4998/4751/6347/1063/7272/51512/11130/90381/699/701/983/8318/51514/9319/3624/144455/990/79733",32
"GO:0044839","cell cycle G2/M phase transition","21/850","155/18800",6.82391865663267e-06,0.000452748047537976,0.000404147580087996,"9088/10763/9928/995/5347/11113/9212/63967/2305/1111/891/4998/890/9833/1063/9133/90381/983/993/51514/990",21
"GO:0051445","regulation of meiotic cell cycle","11/850","51/18800",1.36986504541201e-05,0.000896417167388108,0.000800190814558625,"286151/995/10635/3976/5017/7474/991/7272/259266/993/9319",11
"GO:0007051","spindle organization","23/850","188/18800",1.41668763064884e-05,0.000914529298866149,0.000816358690150562,"6491/10579/2009/1062/57405/5347/83540/9212/10615/9700/3832/891/56992/991/4751/7272/259266/22974/9133/24137/4605/3833/9787",23
"GO:0033046","negative regulation of sister chromatid segregation","10/850","43/18800",1.66663207194839e-05,0.00103396122177889,0.000922970133077636,"9232/5347/9212/891/1063/7272/11130/699/701/9319",10
"GO:0033048","negative regulation of mitotic sister chromatid segregation","10/850","43/18800",1.66663207194839e-05,0.00103396122177889,0.000922970133077636,"9232/5347/9212/891/1063/7272/11130/699/701/9319",10
"GO:2000816","negative regulation of mitotic sister chromatid separation","10/850","43/18800",1.66663207194839e-05,0.00103396122177889,0.000922970133077636,"9232/5347/9212/891/1063/7272/11130/699/701/9319",10
"GO:0044403","biological process involved in symbiotic interaction","30/850","286/18800",1.69305553400781e-05,0.00103688798537888,0.000925582721763242,"85363/558/8819/131578/5359/59272/3853/2335/1991/10346/1956/51297/858/7113/820/566/5806/728358/6338/1511/117854/4057/4061/1667/983/857/3434/6614/6355/3429",30
"GO:1902969","mitotic DNA replication","6/850","14/18800",1.84416060213838e-05,0.00111513356916646,0.000995428993905741,"4171/675/4173/5888/9837/8318",6
"GO:0031497","chromatin assembly","24/850","205/18800",1.95410767656602e-05,0.00116684654636948,0.00104159081549591,"8294/4171/653604/3017/8341/8339/8360/8340/3009/8346/8968/8345/8343/3018/8342/8358/8352/8356/8365/55355/8344/3010/8355/8348",24
"GO:0003018","vascular process in circulatory system","28/850","263/18800",2.44542812974597e-05,0.00144219878713537,0.00128738523113722,"6523/40/6507/6833/3352/4313/7010/388662/4881/59272/145741/6582/10242/6543/6542/3952/84889/2828/143872/566/2296/952/10991/6338/7082/624/857/219537",28
"GO:0051985","negative regulation of chromosome segregation","10/850","45/18800",2.55471455594673e-05,0.0014703459558744,0.00131251092785545,"9232/5347/9212/891/1063/7272/11130/699/701/9319",10
"GO:1905819","negative regulation of chromosome separation","10/850","45/18800",2.55471455594673e-05,0.0014703459558744,0.00131251092785545,"9232/5347/9212/891/1063/7272/11130/699/701/9319",10
"GO:0001655","urogenital system development","34/850","352/18800",2.72536358668884e-05,0.00154988831590626,0.00138351477314242,"2735/2736/2247/28999/10413/4313/8549/7010/2674/9104/100133941/2048/445/247/5314/8842/4038/5972/2668/116039/80144/8516/341640/284541/3976/4070/5017/2828/7474/2296/1063/1592/255738/6382",34
"GO:1901991","negative regulation of mitotic cell cycle phase transition","22/850","183/18800",2.84389086975909e-05,0.00158603140117099,0.00141577806069515,"126520/11170/5347/9212/63967/1111/891/4998/6347/1063/7272/51512/11130/90381/699/701/983/51514/9319/3624/144455/990",22
"GO:0000075","cell cycle checkpoint signaling","21/850","170/18800",2.85532134186112e-05,0.00158603140117099,0.00141577806069515,"126520/1869/146956/5347/9212/63967/1111/891/4998/1063/7272/51512/11130/90381/699/701/983/8318/51514/9319/990",21
"GO:0033047","regulation of mitotic sister chromatid segregation","10/850","46/18800",3.13328984383995e-05,0.00172042822804867,0.00153574799242536,"9232/5347/9212/891/1063/7272/11130/699/701/9319",10
"GO:0048732","gland development","39/850","431/18800",3.1829131361843e-05,0.00172781546040368,0.0015423422385984,"7038/2735/7498/2736/23705/79152/2247/5105/4313/675/6997/9104/445/247/5454/6531/9914/1950/570/3202/1956/11113/2487/1543/123872/6926/7474/2296/9133/4061/7298/128239/4939/4233/255738/144455/79733/857/8820",39
"GO:0007094","mitotic spindle assembly checkpoint signaling","9/850","38/18800",3.77667038442965e-05,0.00198254444246378,0.00176972720963846,"5347/9212/891/1063/7272/11130/699/701/9319",9
"GO:0071173","spindle assembly checkpoint signaling","9/850","38/18800",3.77667038442965e-05,0.00198254444246378,0.00176972720963846,"5347/9212/891/1063/7272/11130/699/701/9319",9
"GO:0071174","mitotic spindle checkpoint signaling","9/850","38/18800",3.77667038442965e-05,0.00198254444246378,0.00176972720963846,"5347/9212/891/1063/7272/11130/699/701/9319",9
"GO:1901989","positive regulation of cell cycle phase transition","17/850","123/18800",3.8771147785745e-05,0.00201314970622287,0.00179704713592738,"2735/81610/6491/7015/11065/1956/995/1543/9700/891/9787/113130/983/993/51514/990/6241",17
"GO:0051873","killing by host of symbiont cells","8/850","30/18800",4.06912736326054e-05,0.00209013133487049,0.00186576513283174,"3853/1991/820/566/728358/6338/1511/1667",8
"GO:1901992","positive regulation of mitotic cell cycle phase transition","15/850","100/18800",4.16518794356237e-05,0.00211671306451037,0.00188949343330024,"6491/7015/11065/1956/995/1543/9700/891/9787/113130/983/993/51514/990/6241",15
"GO:2001251","negative regulation of chromosome organization","14/850","89/18800",4.35316961457454e-05,0.00218895697356027,0.00195398228350598,"4171/9232/80119/5347/9212/9700/891/1063/7272/11130/699/701/7153/9319",14
"GO:0045839","negative regulation of mitotic nuclear division","10/850","48/18800",4.63213927178693e-05,0.00229798072099943,0.00205130282180375,"5347/9212/1111/891/1063/7272/11130/699/701/9319",10
"GO:0051702","biological process involved in interaction with symbiont","15/850","101/18800",4.69062079164323e-05,0.00229798072099943,0.00205130282180375,"8819/3853/2335/1991/858/820/566/5806/728358/6338/1511/4057/1667/6355/3429",15
"GO:0031577","spindle checkpoint signaling","9/850","39/18800",4.71429999283952e-05,0.00229798072099943,0.00205130282180375,"5347/9212/891/1063/7272/11130/699/701/9319",9
"GO:0071222","cellular response to lipopolysaccharide","24/850","217/18800",4.96701976757197e-05,0.00239671246764559,0.00213943615932313,"85363/3656/558/10563/3929/2048/445/19/2693/29126/820/7474/728358/6347/1511/671/4057/6373/1669/1667/440068/3627/1668/129607",24
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","9/850","40/18800",5.84102062765929e-05,0.00279025555383284,0.00249073416448924,"5347/9212/891/1063/7272/11130/699/701/9319",9
"GO:0045930","negative regulation of mitotic cell cycle","25/850","234/18800",6.18674446696793e-05,0.00292614636818869,0.00261203771085848,"126520/11170/146956/5347/9212/63967/1111/891/5017/4998/2296/6347/1063/7272/51512/11130/90381/699/701/983/51514/9319/3624/144455/990",25
"GO:0045931","positive regulation of mitotic cell cycle","17/850","128/18800",6.48091036441992e-05,0.00303522635400333,0.00270940845059495,"6491/675/7015/11065/1956/995/64094/1543/9700/891/9787/113130/983/993/51514/990/6241",17
"GO:0006335","DNA replication-dependent chromatin assembly","8/850","32/18800",6.74817197914758e-05,0.00309961707157577,0.00276688711412215,"8294/8360/8968/8358/8352/8356/8365/8355",8
"GO:0034723","DNA replication-dependent chromatin organization","8/850","32/18800",6.74817197914758e-05,0.00309961707157577,0.00276688711412215,"8294/8360/8968/8358/8352/8356/8365/8355",8
"GO:0007080","mitotic metaphase plate congression","10/850","51/18800",8.00396059660183e-05,0.00357745224314781,0.00319342882826521,"81930/1062/55143/11004/9928/83540/9212/891/3833/113130",10
"GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules","10/850","51/18800",8.00396059660183e-05,0.00357745224314781,0.00319342882826521,"23705/79633/57451/55714/7369/83872/84966/5680/4680/1088",10
